1279,1999-03-01,1999-07-19,"North Dakota Severe Storms, Tornadoes, Snow and Ice, Flooding, Ground Saturation, Landslides and Mudslides (DR-1279)","Statewide, 12,321 North Dakota households and businesses in 42 declared counties and four Indian Reservations registered for state and federal disaster assistance. The Federal Emergency Management Agency's (FEMA) disaster housing program has provided grants of more than $20.6 million to individuals to assist with temporary housing and minor home repairs."
1280,1999-06-04,1999-06-18,"South Dakota Severe Storms, Flooding, and Tornadoes (DR-1280)","Disaster assistance for residents of the Pine Ridge Reservation has reached more than $2 million, according to disaster officials. The assistance comes from a variety of federal and state programs included in the disaster declaration signed by President Clinton on June 9."
1281,1999-07-08,1999-07-16,Nevada Severe Storms and Flash Flooding (DR-1281),"The Federal Emergency Management Agency (FEMA) and Nevada Division of Emergency Management (DEM) urge governmental agencies in Las Vegas and other communities and special districts in Clark County, that sustained damage and extraordinary expenses stemming from the July 8 floods, to apply for state and federal assistance as soon as possible.	Requests for Public Assistance (RPAs) must be filed with FEMA's Public Assistance (Infrastructure) division by the close of business on August 19 for agencies to qualify for assistance."
1282,1999-07-02,1999-08-10,Iowa Severe Storms and Flooding (DR-1282),"Wednesday September 15, the Federal Emergency Management Agency (FEMA) will change the hours and days of operation of its toll-free registration and Helpline numbers. Services will be available Monday through Friday, 8 a.m. - 5 p.m. All Iowa homeowners, renters, farmers and business owners who sustained damage as result of the severe storms and flooding that began on July 2, regardless of where they live, should register with FEMA for disaster assistance, by calling 1-800-462-9029. The TTY number for hearing- or speech-impaired is 1-800-462-7585."
1283,1999-07-04,1999-08-02,"Minnesota Severe Storms, Winds and Flooding (DR-1283)","Officials of the Federal Emergency Management Agency (FEMA) and the Minnesota Division of Emergency Management (DEM) have announced a 30 day extension of the application period for individual assistance  for disaster victims qualifying under the July 28, Presidential Disaster Declaration.  Residents and business owners in the Minnesota counties of Beltrami, Cass, Cook, Itasca, Lake and St. Louis, now have until October 25, 1999, to apply for assistance if affected by high winds or flooding that occurred between July 4 and August 2, 1999."
1284,1999-07-04,1999-07-31,"Wisconsin Severe Storms, Straight-Line Winds and Flooding (DR-1284)","Federal disaster funds were approved today to help communities in ten northern Wisconsin counties recover from the effects of storms and other extreme weather that struck the area last month, according to the head of the Federal Emergency Management Agency (FEMA).FEMA Director James Lee Witt said the aid was authorized under President Clinton's major disaster declaration issued for the state this afternoon because of damage to public property resulting from severe thunderstorms, straight-line winds and flooding that occurred over the period of July 4-31."
1285,1999-08-11,1999-08-11,"Utah Tornado, Severe Thunderstorms and Hail (DR-1285)","The Salt Lake County Disaster Recovery Center (DRC), located at 309 E. 100 South, is scheduled to close at 6:30 p.m. on Thursday, Sept. 2. The DRC, which will be open 11 a.m. to 6:30 p.m. through Thursday, is a joint center staffed by state, federal and voluntary agency officials who are able to answer questions and provide information about the types of disaster assistance that may be available to registered victims of the August 11 tornado."
1286,1999-08-06,1999-08-09,Nebraska Severe Storms and Flooding (DR-1286),"October 18 is the last day that storm-affected residents of Burt, Douglas and Washington counties can apply for state and federal disaster assistance. ""We're getting close to the end of the registration period and if there is anyone who has damages from the Aug. 6-9 storms but still hasn't registered, they should do so today,"" said Charles Biggs, FEMA federal coordinating officer."
1287,1999-08-21,1999-08-26,Texas Hurricane Bret (DR-1287),"Hurricane Bret victims in 13 South Texas counties have until 5 p.m. next Thursday (Oct. 21) to apply for disaster-recovery assistance. So far, more than 16,000 have called the toll-free registration number, 1-800-462-9029 (TTY: 1-800-462-7585 for individuals with speech or hearing impairments.)"
1288,1999-03-01,1999-05-30,"Minnesota Severe Ice Storms, Flooding and Heavy Rains (DR-1288)",The head of the Federal Emergency Management Agency (FEMA) announced today that President Clinton has approved the use of federal disaster funds to help local governments in six Minnesota counties recover from the effects of storms and other extreme weather that struck the northwestern part of the state earlier this year.
1289,1999-08-20,1999-08-21,Pennsylvania Severe Storms and Flooding (DR-1289),"If you're among thousands of Pennsylvanians putting lives and property back in order because of flooding, you may have questions about the help available to you under three disaster declarations made by President Clinton last month."
1292,1999-09-15,1999-11-02,North Carolina Hurricane Floyd &amp; Irene (DR-1292),"On the first anniversary of the Hurricane Floyd disaster, the Federal Emergency Management Agency (FEMA) and the State of North Carolina today announced an historic agreement to develop a model program to maintain accurate, up-to-date flood hazard information for the state. This first in the nation agreement is designed to reduce risks from future floods and build safer communities."
1293,1999-09-13,1999-09-26,Virginia Hurricane Floyd (DR-1293),U.S. Commerce Secretary William M. Daley and Federal Emergency Management Agency (FEMA) Director James Lee Witt today announced the release of an assessment of the economic impact of Hurricane Floyd on Virginia communities. The assessment was completed by the Commerce Department's Economic Development Administration (EDA) at the request of FEMA.
1294,1999-09-16,1999-09-29,Pennsylvania Hurricane Floyd (DR-1294),"Federal, state, local and voluntary agencies continue to work in partnership to help Pennsylvania residents recover from the damage caused by Hurricane Floyd in September. Since President Clinton's Sept. 18 disaster declaration, $26.6 million in aid hasbeen provided to assist victims of the hurricane. Bucks, Chester, Delaware, Lancaster, Montgomery, Philadelphia and York counties were declared on Sept.18, for Hurricane Floyd damage. Berks County was added on Oct. 13."
1295,1999-09-16,1999-09-18,New Jersey Hurricane Floyd (DR-1295),Today is the final day for New Jersey residents and business owners to register for federal disaster assistance. The Federal Emergency Management Agency (FEMA) and the New Jersey Office of Emergency Management are encouraging all those affected by Hurricane Floyd to call the toll-free teleregistration number - 1-800-462-9029 - by 6:00 PM today.
1296,1999-09-16,1999-09-18,New York Hurricane Floyd (DR-1296),"Friday, Dec. 17, is the last day for homeowners, renters and business owners who had damage as a result of Tropical Storm Floyd in September in 11 New York counties to apply for disaster assistance, according to Federal Coordinating Officer Marianne C. Jackson and State Coordinating Officer Edward F. Jacoby, Jr. 	  As the request of Gov. George E. Pataki, Albany, Dutchess, Essex, Greene, Orange, Putnam, Rensselaer, Rockland, Schenectady, Ulster and Westchester counties were declared disaster areas by President Clinton following Tropical Storm Floyd in September."
1297,1999-09-15,1999-09-17,Delaware Hurricane Floyd (DR-1297),"New Castle County residents who suffered losses in the flooding and storm-driven rains caused by Hurricane Floyd Sept.17 have until Nov. 19 to register for most disaster assistance programs through the Federal Emergency Management Agency (FEMA), according to federal and state disaster recovery officials."
1299,1999-09-14,1999-09-30,South Carolina Hurricane Floyd (DR-1299),Federal and state agencies are working in partnership to help South Carolina residents following Hurricane Floyd and subsequent flooding. The following is a summary of ongoing response and recovery efforts since the presidential declaration of September 21. Please note also that the Disaster Field Of ice in Columbia is closing and all inquiries of FEMA should be directed to 919-431-8601.
1300,1999-09-13,1999-09-25,Florida Hurricane Floyd (DR-1300),"The head of the Federal Emergency Management Agency (FEMA) announced that federal disaster aid for Florida was made available today to help communities in nine counties recover from the effects of Hurricane Floyd.     FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued for the state this afternoon. The declaration covers damage to public property from Floyd, which began affecting the state's eastern coastline on September 13."
1301,1999-07-16,1999-08-07,New Mexico Severe Storms and Flooding (DR-1301),"Federal disaster funds were authorized today to help communities in New Mexico recover from the effects of recent floods in the western part the state, according to the head of the Federal Emergency Management Agency (FEMA). 	FEMA Director James Lee Witt said the aid was authorized under President Clinton's major disaster declaration issued for the state this afternoon because of damage to public facilities resulting from severe storms and flooding that occurred over the period of July 16-August 7."
1302,1999-09-16,1999-09-21,Connecticut Tropical Storm Floyd (DR-1302),"Federal, state and local officials have worked together for the past month with the shared goal of helping Connecticut recover from the high winds, heavy rains and flooding brought by Tropical Storm Floyd.     ""Since the September 23 declaration,"" Federal Coordinating Officer Sharon L. Stoffel said, "" $1,165,473 in disaster assistance has been approved to help state residents and business owners in Fairfield, Hartford and Litchfield counties in their recovery."""
1303,1999-09-16,1999-09-20,Maryland Hurricane Floyd (DR-1303),"Maryland citizens who suffered damage from Hurricane Floyd and the floods that followed have only two weeks to register for disaster assistance. Nov. 22, is the last day to file applications for disaster-assistance programs, federal and state disaster recovery officials said."
1305,1999-09-16,1999-09-18,New Hampshire Tropical Storm Floyd (DR-1305),"The head of the Federal Emergency Management Agency (FEMA) announced that federal disaster aid for New Hampshire was made available today to help communities in three counties recover from the effects of Tropical Storm Floyd.      FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued for the state this afternoon. The declaration covers damage to public property from the storm that spawned heavy rains, high winds and flooding over the period of September 16-18."
1306,1999-10-14,1999-10-24,Florida Hurricane Irene (DR-1306),The head of the Federal Emergency Management Agency (FEMA) announced today that federal disaster funds have been made available for Florida to help families and businesses recover from the effects of Hurricane Irene.      FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued for the state this afternoon. The declaration covers damage to private property from Irene that began impacting the state on October 14.
1307,1999-09-16,1999-09-21,Vermont Tropical Storm Floyd (DR-1307),"The one sure thing about every disaster is that it won't be the last. Vermont, in conjunction with the Federal Emergency Management Agency (FEMA), is committed to the concept that lives can be saved and damage reduced in future disasters through planning and education. 	To that end engineers, government officials from all levels, planners, academics, and others involved in disaster recovery will meet at the University of Vermont in Burlington Jan. 13 to produce the Vermont Resource Guide for Building Disaster Resistant Communities: 2000 Edition."
1308,1999-09-16,1999-09-19,Maine Hurricane Floyd (DR-1308),"Federal disaster aid was made available today to help communities in five Maine counties recover from the effects of Hurricane Floyd, according to the head of the Federal Emergency Management Agency (FEMA).  	 FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued for the state because of damage to public property from the storm that spawned heavy rains, high winds and flooding over the period of September 16-19."
1309,1999-11-17,1999-11-20,Virgin Islands Hurricane Lenny (DR-1309),"The Federal Emergency Management Agency (FEMA) has approved more than $182,000 for the U.S. Virgin Islands to reimburse a hospital, a school and a government agency for providing emergency protective services and to make repairs following Hurricane Lenny."
1310,2000-01-03,2000-01-04,"Kentucky Tornadoes, Severe Storms, Torrential Rains And Flash Flooding (DR-1310)","Almost $1.6 million in disaster assistance has already been approved to assist individuals and local governments who suffered losses in the tornadoes and flash flooding earlier this month, state and federal disaster officials announced today."
1311,2000-01-22,2000-02-01,Georgia Winter Storm (DR-1311),Two more counties have been added to the 45 already declared eligible for federal and state disaster assistance as a result of damaging winter storms that swept across the region in a frigid late January week-long period.  The counties are Monroe and Walton.
1312,2000-01-24,2000-02-01,North Carolina Winter Storm (DR-1312),Nearly $12 million is on its way to 31 North Carolina counties blanketed by January 24-25's record-breaking snowfall. The President's disaster declaration on Jan. 31 made the counties eligible for reimbursement of eligible costs through the Public Assistance Program of the Federal Emergency Management Agency.
1313,2000-01-22,2000-02-01,South Carolina Winter Storms (DR-1313),"Eleven more counties and assistance for public utilities have been added to the disaster declaration issued by President Clinton January 31, which brings the total to 38 South Carolina counties now eligible for state and federal disaster assistance for local governments following last month's severe winter storms, disaster recovery officials announced today."
1314,2000-01-27,2000-01-30,Louisiana Winter Storm (DR-1314),"Federal disaster funds were made available on February 15 to help communities in seven Louisiana parishes recover from the severe winter storm that hit the northern part of the state late last month, according to FEMA's Director James Lee Witt.President Clinton authorized the assistance under a major disaster declaration following a review of the FEMA's analysis of the state's request for federal aid. The declaration covers damage to public property from the storm that occurred January 27-30."
1315,2000-02-14,2000-02-14,Georgia Tornadoes (DR-1315),"Renters, homeowners or business owners who live or do business in Colquitt, Decatur, Grady, Mitchell, Tift, and Turner counties and who were affected by the tornadoes that struck early Valentine's Day still have until Saturday, April 15 to apply for aid according to federal and state disaster recovery officials."
1316,1999-12-21,2000-02-23,Alaska Winter Storms And Avalanches (DR-1316),"With spring breakup just around the corner, disaster response officials are encouraging Alaskans to review their current insurance policy and make sure flooding is a covered option."
1317,2000-01-22,2000-01-29,Alabama Winter Storm (DR-1317),"Federal disaster funds were made available today to help local governments in three northeastern Alabama counties recover from the effects of a severe winter storm that hit the state beginning January 22, according to the head of the Federal Emergency Management Agency (FEMA).FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued this afternoon following a review of the agency's analysis of the state's request for federal aid."
1318,2000-01-25,2000-01-30,Virginia Winter Storm (DR-1318),"The city of Danville and Arlington County have been added to the 92 counties and 15 cities made eligible for federal disaster assistance following two severe winter storms.On Jan. 25, a storm produced record-breaking snowfall in many areas of the state. A second storm that coated much of the Commonwealth in heavy ice struck on Jan. 30. Gov. Jim Gilmore declared a state of emergency and requested federal assistance following the two storms. President Clinton initially declared a major disaster declaration for 103 Virginia jurisdictions on Feb. 28."
1319,2000-02-18,2000-02-22,West Virginia West Virginia Winter Storm (DR-1319),"Although the application period for recovery of damages caused by the flash flooding, storms and landslides in February has ended, Federal and state disaster officials continue providing individual and infrastructure assistance to West Virginians, according to disaster officials.The Federal Emergency Management Agency received a total of 1,298 applications for individual assistance from disaster victims in the designated counties."
1320,2000-02-18,2000-03-02,Kentucky Severe Storms And Flooding (DR-1320),"Lewis County will receive more than $300,000 in federal funds to purchase 13 homes substantially damaged by flooding in February 2000.The $299,501 is the 75 percent share of the Hazard Mitigation Grant Program (HMGP) buyout project that the Federal Emergency Management Agency (FEMA) funds.Total project cost for the 13 homes is $399,335.  State and local resources contribute the 25 percent non-federal share of the project."
1323,2000-03-28,2000-03-29,"Texas Severe Storms, Tornadoes And Flooding (DR-1323)","The head of the Federal Emergency Management Agency (FEMA) announced that federal disaster aid for Texas was ordered by President Clinton today for people and communities victimized by tornadoes that ravaged the Ft. Worth area last week.FEMA Director James Lee Witt said the President authorized the assistance this afternoon under a major disaster declaration requested by the state yesterday.  The declaration covers damage from severe storms, tornadoes and flooding that occurred March 28-29."
1324,2000-01-25,2000-01-30,Maryland Winter Storm (DR-1324),"Federal disaster funds were made available today for Maryland to supplement state and local response efforts for the severe winter storm that hit the state earlier this year, according to the head of the Federal Emergency Management Agency (FEMA).FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued this afternoon following a review of the agency's analysis of the state's recent request for federal aid."
1325,2000-01-25,2000-01-31,District of Columbia (DC) Winter Storm (DR-1325),"Federal disaster funds were made available today for the District of Columbia to supplement government response efforts for the severe winter storm that hit the area earlier this year, according to the head of the Federal Emergency Management Agency (FEMA).FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued this afternoon following a review of the agency's analysis of the District's recent request for federal aid."
1326,2000-03-28,2000-04-26,Maine Severe Storms And Flooding (DR-1326),"Federal disaster aid was made available today to help communities in six Maine counties recover from the effects of a series of severe spring storms that began late last month, according to the head of the Federal Emergency Management Agency.  FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued for the state this afternoon.  The declaration covers damage to public property from the storms that produced heavy rains and subsequent river ice jams and flooding beginning March 28."
1327,2000-04-19,2000-04-20,Kansas Severe Storms And Tornadoes (DR-1327),"Residents of Crawford, Labette, and Neosho counties who suffered damage from the severe storms and tornadoes of April 19th and 20th have only one month left to register for federal disaster assistance programs."
1328,2000-05-06,2000-05-07,Missouri Severe Thunderstorms And Flash Flooding (DR-1328),"In the aftermath of the flash floods that struck East Central Missouri Counties on May 6-7, people who seek disaster assistance may find that they have also been issued a U.S. Small Business Administration (SBA) loan application.  These forms are sent to most applicants (both individuals and business owners) who had damage, whether or not they may qualify for a loan.  This form must be completed and returned before any further assistance can be considered from other programs. If you received a loan application, you are urged to submit your completed forms immediately."
1329,2000-05-05,2000-06-09,New Mexico New Mexico Wildfire (DR-1329),"Three months following the major disaster declaration for wildfires that burned across New Mexico from May 5 to June 9, almost $21.5 million in grants and loans have been approved for homeowners, renters and businesses, according to state and federal disaster recovery officials. Another $1.3 million has been approved for state and local governments."
1330,2000-04-18,2000-04-20,South Dakota Winter Storm (DR-1330),"Federal disaster aid was made available today to help communities in five South Dakota counties recover from the effects of a late winter storm that struck the southwestern part of the last month, according to the head of the Federal Emergency Management Agency (FEMA).  FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued for the state this afternoon.  The declaration covers damage to public property from the severe storm, flooding, landslides and mudslides that occurred April 18-20."
1331,2000-05-23,2000-05-31,"Tennessee Severe Storms, Tornadoes And Flooding (DR-1331)","Weakley County was added today by federal and state disaster officials to the 14 widespread Tennessee counties already declared eligible for federal assistance as a result of May storms.Counties that can receive federal money covering 75 percent of the costs to clear debris and make repairs to damaged public properties such as roadways, bridges, public buildings and municipal utilities are: Anderson, Benton, Cheatham, Davidson, Henry, Hickman, Houston, Knox, Jackson, Lake, Obion, Perry, Pickett, Steward, and Weakley."
1332,2000-05-26,2000-07-19,"Wisconsin Severe Storms, Tornadoes And Flooding (DR-1332)","The head of the Federal Emergency Management Agency announced today that federal disaster funds have been made available to help communities in 12 southern Wisconsin counties recover from the effects of a recent series of spring storms and other extreme weather.FEMA Director James Lee Witt said the aid was authorized under a major disaster declaration issued for the state by President Clinton this afternoon.  The declaration covers damage to public property from severe storms, tornadoes and flooding that began May 26."
1333,2000-05-17,2000-07-26,"Minnesota Severe Storms, Flooding And Tornadoes (DR-1333)","Natural disasters bring destruction, heartbreaking loss, and a long recovery period for victims. In the aftermath, disasters also bring people together from various backgrounds to support others in need. The implementation of Project Linus in Granite Falls is just one of many such examples of how volunteerism crosses denominations and connects various organizations in order to achieve a common goal."
1334,2000-04-05,2000-08-12,North Dakota Severe Storms And Flooding (DR-1334),"Disaster recovery teams will visit ten communities over the next three weeks to provide information to individuals who have been affected by the severe storms, flooding and ground saturation beginning April 5.  The teams will be located at:"
1335,2000-05-03,2000-08-12,New York Severe Storms (DR-1335),"Greene County is now eligible to apply for state and federal disaster assistance for debris and emergency protective services and to repair or replace facilities damaged by severe storms and flooding, disaster recovery officials announced today. Marianne C. Jackson of the Federal Emergency Management Agency (FEMA) today designated Greene County eligible for the Public Assistance Program following a review of additional information regarding damages that occurred from May 3 through Aug. 12."
1336,2000-07-14,2000-07-18,Vermont Severe Storms And Flooding (DR-1336),"Federal disaster aid was made available today to help communities in six Vermont counties recover from the effects of severe storms that struck the southern part of the state earlier this month, according to the head of the Federal Emergency Management Agency (FEMA).  FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued for the state late this afternoon.  The declaration covers damage to public property from the storms and flooding that occurred over the period of July 14-18."
1337,2000-08-12,2000-08-21,"New Jersey Severe Storms, Flooding And Mudslides (DR-1337)","The head of the Federal Emergency Management Agency (FEMA) today designated the northern New Jersey counties of Morris and Sussex eligible for federal aid to people and communitiesswamped by last weekend's flooding rains.  FEMA Director James Lee Witt took the action immediately after President Clinton declared a major disaster for the state this afternoon as a result of damage from severe storms, flooding and mudslides that hit the area beginning August 12."
1338,2000-08-07,2000-08-07,District of Columbia (DC) Severe Storms (DR-1338),"Federal disaster funds were made available today to help the District of Columbia recover from the effects of severe thunderstorms that occurred on August 7, according to the head of the Federal Emergency Management Agency.FEMA Director James Lee Witt said President Clinton authorized the aid under a major disaster declaration issued this afternoon following a review of the agency's analysis of the District's recent request for federalaid."
1343,2000-09-20,2000-09-20,Ohio Tornado And Severe Storms (DR-1343),"Residents of Greene County who have not  yet applied for disaster assistance have only one month left to call.  Monday, Nov. 27, is the last day to file applications for most disaster assistance programs, according to federal and state disaster recovery  officials."
1344,2000-09-21,2000-10-04,Florida Tropical Storm (DR-1344),"The head of the Federal Emergency Management Agency (FEMA) today designated nine counties in Florida's northwestern panhandle eligible for federal disaster funds to help communities recover from the effects of Tropical Storm Helene.  The action taken by FEMA Director James Lee Witt came immediately after President Clinton this afternoon declared the state a major disaster area because of damage to public property from heavy rains, high winds, tornadoes and flooding spawned by Helene beginning September 21."
1345,2000-10-03,2000-10-11,Florida Heavy Rains And Flooding (DR-1345),"South Florida residents who suffered losses in the floods that swamped the area on Oct. 3rd and 4th have only a few more days to register for most disaster assistance programs. Monday, December 4th, is the last day to file, according to federal and state disaster recovery officials."
1347,2000-10-21,2000-11-08,Arizona Severe Storms And Flooding (DR-1347),The following is the final summary of disaster recovery efforts in Arizona in the wake of the flooding last October :
1348,2000-10-28,2000-11-02,Hawaii Severe Storms And Flooding (DR-1348),"The Disaster Information Helpline operated by the Federal Emergency Management Agency (FEMA) will change its hours of operation.  The new hours are from 6 a.m. to 2 p.m. HST, Monday through Saturday, beginning Monday, January 29.  The toll-free number is 1-800-525-0321.  For hearing and/or speech impaired, the TTY number is 1-800-462-7275."
1349,2000-10-21,2000-10-29,Oklahoma Severe Storms And Flooding (DR-1349),"Homeowners and business owners in Oklahoma whose properties were damaged or destroyed by the late October flooding are urged to rebuild responsibly.  By following flood-related mitigation procedures, homes and businesses can be made flood-resistant. Anyone considering rebuilding in a recognized floodplain must contact their local building official for required permits before construction begins.  The project will have to comply with local ordinances and codes, including any floodplain guidelines."
1350,2000-10-31,2000-11-20,Montana Winter Storm (DR-1350),"Federal disaster funds were made available today to help communities in six eastern Montana counties recover from the effects of a series of severe winter storms that hit the state last month, according to the head of the Federal Emergency Management Agency (FEMA).FEMA Director James Lee Witt said President Clinton authorized the assistance under a major disaster declaration issued this afternoon. The declaration covers damage to public property from the storms that occurred from October 31 through November 20."
1351,2000-10-31,2000-11-20,Wyoming Winter Storm (DR-1351),The head of the Federal Emergency Management Agency (FEMA) today designated four counties in eastern Wyoming eligible for federal disaster funds to help communities recover from the effects of a severe winter storm that hit the state last month.FEMA Director James Lee Witt took the action after President Clinton authorized the assistance under a major disaster declaration issued this afternoon. The declaration covers damage to public property from the storm that occurred from October 31 through November 20.
1352,2000-12-16,2000-12-22,Alabama Tornadoes (DR-1352),"The final two federal-state disasterrecovery centers, one in Tuscaloosa, the other in Gadsden, will close Saturday, January 13, at the end of the business day at 6 p.m. The Tuscaloosa center is located in the Old Fire College on McFarland Blvd. East and the Gadsden center is in the Coates Bend Volunteer Fire Department on Pull Tight Road."
1353,2000-11-01,2000-11-20,North Dakota Winter Storm (DR-1353),"The head of the Federal Emergency Management Agency (FEMA) today designated nine counties in North Dakota eligible for federal disaster funds to help communities recover from the effects of a severe winter storms and tornadoes that hit the state beginning November 1, 2000.FEMA Director James Lee Witt took the action after President Clinton authorized the assistance under a major disaster declaration issued this afternoon. The declaration covers damage to public property from the storm that occurred from November 1, 2000 through November 20, 2000."
1354,2000-12-12,2001-01-08,Arkansas Severe Winter Storm (DR-1354),"The FEMA/ADEM Disaster Field Office will close Thursday, May 31. It was established to administer assistance programs available to Arkansas residents and business owners in the 67 declared counties, as well as municipalities, state and local governments and certain eligible private non-profit entities, as a result of the Presidential disaster declaration on Dec. 29, 2000. The declaration was in response to damages and losses resulting from the ice storms beginning Dec. 12."
1355,2000-12-25,2001-01-10,Oklahoma Severe Winter Storm (DR-1355),"More than six months after the Christmas Day ice storm, some workers are still cleaning up debris and overseeing repairs. In scattered teams throughout Oklahoma, federal, state and local officials are still working together. Many of them are state and federal retirees who are also FEMA disaster reservists. Reservists are ordinary citizens, on"
